trial_nr	onset	event_type	phase	response	nr_frames	onset_abs	duration
0	0.1499500274658203	stim	0		2448	8.531073093414307	20.400250911712646
0	20.542199850082397	response	0	space		28.923322916030884	
1	20.550200939178467	stim	0		4904	28.931324005126953	40.86650204658508
1	61.41111898422241	pulse	0	t		69.7922420501709	
1	61.41670298576355	stim	1		73666	69.79782605171204	613.8805930614471
1	63.008561849594116	pulse	1	t		71.3896849155426	
1	64.60841989517212	pulse	1	t		72.9895429611206	
1	66.20844292640686	pulse	1	t		74.58956599235535	
1	67.808434009552	pulse	1	t		76.18955707550049	
1	69.40838694572449	pulse	1	t		77.78951001167297	
1	71.00839400291443	pulse	1	t		79.38951706886292	
1	72.6084349155426	pulse	1	t		80.98955798149109	
1	74.20845699310303	pulse	1	t		82.58958005905151	
1	75.80840396881104	pulse	1	t		84.18952703475952	
1	77.40847492218018	pulse	1	t		85.78959798812866	
1	79.00840401649475	pulse	1	t		87.38952708244324	
1	80.60835385322571	pulse	1	t		88.9894769191742	
1	82.20843291282654	pulse	1	t		90.58955597877502	
1	83.8084180355072	pulse	1	t		92.18954110145569	
1	85.40845084190369	pulse	1	t		93.78957390785217	
1	87.00835800170898	pulse	1	t		95.38948106765747	
1	88.60842299461365	pulse	1	t		96.98954606056213	
1	90.2083489894867	pulse	1	t		98.58947205543518	
1	91.80827593803406	pulse	1	t		100.18939900398254	
1	93.40831398963928	pulse	1	t		101.78943705558777	
1	95.00835299491882	pulse	1	t		103.38947606086731	
1	96.60833692550659	pulse	1	t		104.98945999145508	
1	98.20837187767029	pulse	1	t		106.58949494361877	
1	99.8084020614624	pulse	1	t		108.18952512741089	
1	101.40839099884033	pulse	1	t		109.78951406478882	
1	103.00828194618225	pulse	1	t		111.38940501213074	
1	104.60829186439514	pulse	1	t		112.98941493034363	
1	106.2082588672638	pulse	1	t		114.58938193321228	
1	107.80830788612366	pulse	1	t		116.18943095207214	
1	109.40829992294312	pulse	1	t		117.7894229888916	
1	111.0083680152893	pulse	1	t		119.3894910812378	
1	112.60785698890686	pulse	1	t		120.98898005485535	
1	114.20809888839722	pulse	1	t		122.5892219543457	
1	115.80840492248535	pulse	1	t		124.18952798843384	
1	117.40823888778687	pulse	1	t		125.78936195373535	
1	119.00823903083801	pulse	1	t		127.3893620967865	
1	120.60812592506409	pulse	1	t		128.98924899101257	
1	122.20816588401794	pulse	1	t		130.58928894996643	
1	123.80816388130188	pulse	1	t		132.18928694725037	
1	125.40814900398254	pulse	1	t		133.78927206993103	
1	127.00818800926208	pulse	1	t		135.38931107521057	
1	128.60820293426514	pulse	1	t		136.98932600021362	
1	130.20819306373596	pulse	1	t		138.58931612968445	
1	131.80821585655212	pulse	1	t		140.1893389225006	
1	133.40814399719238	pulse	1	t		141.78926706314087	
1	135.00816893577576	pulse	1	t		143.38929200172424	
1	136.6081919670105	pulse	1	t		144.98931503295898	
1	138.20807886123657	pulse	1	t		146.58920192718506	
1	139.808012008667	pulse	1	t		148.18913507461548	
1	141.4082009792328	pulse	1	t		149.78932404518127	
1	143.00806999206543	pulse	1	t		151.38919305801392	
1	144.60812306404114	pulse	1	t		152.98924612998962	
1	146.20806694030762	pulse	1	t		154.5891900062561	
1	147.80811095237732	pulse	1	t		156.1892340183258	
1	149.40803289413452	pulse	1	t		157.789155960083	
1	151.0079689025879	pulse	1	t		159.38909196853638	
1	152.60798597335815	pulse	1	t		160.98910903930664	
1	154.20793294906616	pulse	1	t		162.58905601501465	
1	155.80796790122986	pulse	1	t		164.18909096717834	
1	157.4079978466034	pulse	1	t		165.78912091255188	
1	159.00794982910156	pulse	1	t		167.38907289505005	
1	160.60799884796143	pulse	1	t		168.9891219139099	
1	162.2080569267273	pulse	1	t		170.58917999267578	
1	163.80810284614563	pulse	1	t		172.18922591209412	
1	165.40790700912476	pulse	1	t		173.78903007507324	
1	167.0080029964447	pulse	1	t		175.3891260623932	
1	168.6081759929657	pulse	1	t		176.98929905891418	
1	170.2078640460968	pulse	1	t		178.5889871120453	
1	171.80795788764954	pulse	1	t		180.18908095359802	
1	173.40794587135315	pulse	1	t		181.78906893730164	
1	175.00796794891357	pulse	1	t		183.38909101486206	
1	176.60788083076477	pulse	1	t		184.98900389671326	
1	178.207946062088	pulse	1	t		186.5890691280365	
1	179.80792903900146	pulse	1	t		188.18905210494995	
1	181.4079668521881	pulse	1	t		189.7890899181366	
1	183.00792288780212	pulse	1	t		191.3890459537506	
1	184.60786485671997	pulse	1	t		192.98898792266846	
1	186.20804405212402	pulse	1	t		194.5891671180725	
1	187.80788588523865	pulse	1	t		196.18900895118713	
1	189.4079189300537	pulse	1	t		197.7890419960022	
1	191.0080008506775	pulse	1	t		199.38912391662598	
1	192.607980966568	pulse	1	t		200.98910403251648	
1	194.2078218460083	pulse	1	t		202.5889449119568	
1	195.80789804458618	pulse	1	t		204.18902111053467	
1	197.40787196159363	pulse	1	t		205.78899502754211	
1	199.00785088539124	pulse	1	t		207.38897395133972	
1	200.60775804519653	pulse	1	t		208.98888111114502	
1	202.2078218460083	pulse	1	t		210.5889449119568	
1	203.80797290802002	pulse	1	t		212.1890959739685	
1	205.40788197517395	pulse	1	t		213.78900504112244	
1	207.00783491134644	pulse	1	t		215.38895797729492	
1	208.60787892341614	pulse	1	t		216.98900198936462	
1	210.2078459262848	pulse	1	t		218.58896899223328	
1	211.807785987854	pulse	1	t		220.1889090538025	
1	213.40781998634338	pulse	1	t		221.78894305229187	
1	215.00781083106995	pulse	1	t		223.38893389701843	
1	216.60775089263916	pulse	1	t		224.98887395858765	
1	218.20773887634277	pulse	1	t		226.58886194229126	
1	219.8076729774475	pulse	1	t		228.188796043396	
1	221.40797686576843	pulse	1	t		229.78909993171692	
