trial_nr	onset	event_type	phase	response	nr_frames	onset_abs	duration
0	0.14985418319702148	stim	0		98	10.9292471408844	0.8166708946228027
0	0.9584140777587891	response	0	space		11.737807035446167	
1	0.9665250778198242	stim	0		12982	11.745918035507202	108.18285298347473
1	109.1383171081543	pulse	0	t		119.91771006584167	
1	109.14937806129456	stim	1		72550	119.92877101898193	604.5804200172424
1	110.73347020149231	pulse	1	t		121.51286315917969	
1	112.33287715911865	pulse	1	t		123.11227011680603	
1	113.93286108970642	pulse	1	t		124.7122540473938	
1	115.53282117843628	pulse	1	t		126.31221413612366	
1	117.13280701637268	pulse	1	t		127.91219997406006	
1	118.73275303840637	pulse	1	t		129.51214599609375	
1	120.33273100852966	pulse	1	t		131.11212396621704	
1	121.93271708488464	pulse	1	t		132.71211004257202	
1	123.53272414207458	pulse	1	t		134.31211709976196	
1	125.13340210914612	pulse	1	t		135.9127950668335	
1	126.73284602165222	pulse	1	t		137.5122389793396	
1	128.3333020210266	pulse	1	t		139.112694978714	
1	129.93291020393372	pulse	1	t		140.7123031616211	
1	131.53284621238708	pulse	1	t		142.31223917007446	
1	133.1327030658722	pulse	1	t		143.91209602355957	
1	134.73271012306213	pulse	1	t		145.5121030807495	
1	136.3326530456543	pulse	1	t		147.11204600334167	
1	137.93258213996887	pulse	1	t		148.71197509765625	
1	139.53264713287354	pulse	1	t		150.3120400905609	
1	141.13324809074402	pulse	1	t		151.9126410484314	
1	142.73322010040283	pulse	1	t		153.5126130580902	
1	144.33322715759277	pulse	1	t		155.11262011528015	
1	145.93263220787048	pulse	1	t		156.71202516555786	
1	147.53276205062866	pulse	1	t		158.31215500831604	
1	149.1325809955597	pulse	1	t		159.91197395324707	
1	150.73259711265564	pulse	1	t		161.51199007034302	
1	152.33260011672974	pulse	1	t		163.11199307441711	
1	153.9326250553131	pulse	1	t		164.7120180130005	
1	155.53254103660583	pulse	1	t		166.3119339942932	
1	157.13261818885803	pulse	1	t		167.9120111465454	
1	158.73318719863892	pulse	1	t		169.5125801563263	
1	160.3331470489502	pulse	1	t		171.11254000663757	
1	161.9331510066986	pulse	1	t		172.712543964386	
1	163.53252720832825	pulse	1	t		174.31192016601562	
1	165.13245010375977	pulse	1	t		175.91184306144714	
1	166.73242020606995	pulse	1	t		177.51181316375732	
1	168.332524061203	pulse	1	t		179.11191701889038	
1	169.93241810798645	pulse	1	t		180.71181106567383	
1	171.53241515159607	pulse	1	t		182.31180810928345	
1	173.13256406784058	pulse	1	t		183.91195702552795	
1	174.73303318023682	pulse	1	t		185.5124261379242	
1	176.3332440853119	pulse	1	t		187.11263704299927	
1	177.93318819999695	pulse	1	t		188.71258115768433	
1	179.53314900398254	pulse	1	t		190.31254196166992	
1	181.1330120563507	pulse	1	t		191.9124050140381	
1	182.73254919052124	pulse	1	t		193.51194214820862	
1	184.33252906799316	pulse	1	t		195.11192202568054	
1	185.93265199661255	pulse	1	t		196.71204495429993	
1	187.53256106376648	pulse	1	t		198.31195402145386	
1	189.13233518600464	pulse	1	t		199.91172814369202	
1	190.7330460548401	pulse	1	t		201.51243901252747	
1	192.33304500579834	pulse	1	t		203.11243796348572	
1	193.93296122550964	pulse	1	t		204.71235418319702	
1	195.5329921245575	pulse	1	t		206.31238508224487	
1	197.13291120529175	pulse	1	t		207.91230416297913	
1	198.73297500610352	pulse	1	t		209.5123679637909	
1	200.33232522010803	pulse	1	t		211.1117181777954	
1	201.9323661327362	pulse	1	t		212.71175909042358	
1	203.53240323066711	pulse	1	t		214.3117961883545	
1	205.1323561668396	pulse	1	t		215.91174912452698	
1	206.73300123214722	pulse	1	t		217.5123941898346	
1	208.33295917510986	pulse	1	t		219.11235213279724	
